,dealcounts,dealsizeusdmn,seed_founding,firstrounds_founding,has_ipo,ipo_value,has_tradesale,tradesale_value,name,Strat_score,score_year,incyear,portfoliocompanycity,portfoliocompanystatecounty
255555,2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Harbor, Inc.",0.7114606738037994,2017,2017,San Francisco,CA
255565,12,2.2,2.0,2.0,0.0,0.0,0.0,0.0,4Degrees AV Inc.,0.9085955399642838,2017,2017,Chicago,IL
255570,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Mo-Data,0.6161851239964374,2015,2015,Palo Alto,CA
255579,3,19.72,0.12,0.12,0.0,0.0,0.0,0.0,Flock Group Inc.,0.8019453854069344,2017,2017,Atlanta,GA
255638,6,840.0,0.0,840.0,0.0,0.0,0.0,0.0,"Bird Rides, Inc.",0.693835035799071,2017,2017,Santa Monica,CA
255657,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,TeacherTalent,0.8834810906953168,2017,2017,Austin,TX
255662,6,8.330000000000002,3.18,3.18,0.0,0.0,0.0,0.0,Upsie Technology Inc.,0.8690360134335657,2015,2015,Minneapolis,MN
255666,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,"Hanzo, Inc.",0.921140037016038,2016,2016,Kansas City,MO
255667,2,6.0,6.0,6.0,0.0,0.0,0.0,0.0,Cinemigo,0.8845234449375864,2017,2017,Mountain View,CA
255692,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Matchaful,0.8925860845295999,2016,2016,Brooklyn,NY
255697,2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Commonwealth Crypto,0.7171344936519849,2017,2017,Boston,MA
255703,8,3.4000000000000004,3.2,3.2,0.0,0.0,0.0,0.0,"EOS Management Group, LLC",0.8766448157718212,2015,2015,Los Angeles,CA
255913,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stitch Technologies, Inc.",0.8351973040018938,2015,2015,San Francisco,CA
255927,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Wheeli Corporation,0.8364929494585066,2015,2015,New York,NY
255966,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Fathom Drones Inc,0.7175714245143696,2014,2014,Grand Rapids,MI
255974,2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,"Virgo Surgical Video Solutions, Inc.",0.9083542287268598,2017,2017,San Francisco,CA
256030,3,3.74,0.74,3.74,0.0,0.0,1.0,0.0,"Ataata, Inc.",0.8691906397791748,2016,2016,Bethesda,MD
256042,6,11.66,10.5,10.5,0.0,0.0,0.0,0.0,"ForwardLane, Inc.",0.8651291807403636,2015,2015,New York,NY
256049,3,0.45,0.0,0.0,0.0,0.0,0.0,0.0,ConnecPath Inc.,0.939225775385418,2017,2017,Milpitas,CA
256064,9,31.47,11.19,11.19,0.0,0.0,1.0,0.0,"Streem, Inc.",0.86610038664601,2017,2017,Portland,OR
256072,1,2.4,2.4,2.4,0.0,0.0,0.0,0.0,"Heretik, LLC",0.8981155903811441,2017,2017,Chicago,IL
256083,1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Sote,0.8620046587519739,2017,2017,Palo Alto,CA
256108,6,0.52,0.08,0.08,0.0,0.0,0.0,0.0,"StoryXpress, Inc.",0.7035191878877173,2014,2014,Roselle,IL
256132,4,56.56,0.0,20.0,0.0,0.0,0.0,0.0,"One Concern, Inc.",0.8704652711335296,2015,2015,Menlo Park,CA
256138,2,3.85,2.0,3.85,0.0,0.0,0.0,0.0,iRecommend Software LLC,0.9124536492925642,2017,2017,Tulsa,OK
256153,2,0.12,0.02,0.02,0.0,0.0,0.0,0.0,Obsess,0.8669262420594709,2016,2016,New York,NY
256191,2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Grit Virtual, Inc.",0.8813772856103675,2017,2017,Wichita,KS
256223,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,"Abode Technologies, Inc.",0.8439056682837972,2015,2015,Chicago,IL
256249,4,26.0,6.0,26.0,0.0,0.0,0.0,0.0,"Radar Relay, Inc.",0.8641994896146187,2017,2017,Fort Collins,CO
256266,16,27.72,0.0,19.0,0.0,0.0,0.0,0.0,"conDati, Inc.",0.8182418168951404,2017,2017,Palo Alto,CA
256303,2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Bloveit, Inc.",0.9033787875077712,2017,2017,Atlanta,GA
256341,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Spotlite Media Inc.,0.8572125291217285,2017,2017,Walnut Creek,CA
256344,3,9.0,9.0,9.0,0.0,0.0,0.0,0.0,"Acivilate, Inc.",0.8451088147256891,2014,2014,Atlanta,GA
256346,6,17.42,5.42,17.42,0.0,0.0,0.0,0.0,Agile Stacks Inc.,0.931000375568708,2016,2016,San Mateo,CA
256353,2,10.0,2.0,10.0,0.0,0.0,0.0,0.0,Ople.ai,0.7869729784681774,2017,2017,San Mateo,CA
256355,2,4.0,4.0,4.0,0.0,0.0,0.0,0.0,GeoSpark Analytics Inc.,0.8721853938248331,2017,2017,Chantilly,VA
256387,9,36.8,14.3,36.8,0.0,0.0,0.0,0.0,"Syndio Solutions, Inc.",0.8300225235024854,2016,2016,New York,NY
256437,6,2.9,2.9,2.9,0.0,0.0,0.0,0.0,"Babierge, Inc.",0.9102657846875898,2016,2016,Albuquerque,NM
256509,5,5.03,3.71,3.71,0.0,0.0,1.0,0.0,Butterfleye,0.9305009896804513,2013,2013,San Francisco,CA
256622,8,8.26,5.24,5.24,0.0,0.0,0.0,0.0,"Futurestay, Inc.",0.9013286903741321,2012,2012,New Brunswick,NJ
256650,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"Socrates AI, Inc.",0.9315014592745758,2017,2017,San Francisco,CA
256659,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vacation Rental Consultants LLC,0.8043597467055867,2016,2016,Jackson,WY
256663,2,10.5,1.5,10.5,0.0,0.0,0.0,0.0,The Nue Co. Ltd.,0.7463148592523775,2016,2016,New York,NY
256678,3,0.36,0.36,0.36,0.0,0.0,0.0,0.0,Merlin,0.9112418324409101,2015,2015,Palo Alto,CA
256698,1,0.12,0.12,0.12,0.0,0.0,0.0,0.0,Robin Health Company,0.4975209407066402,2015,2015,San Francisco,CA
256723,7,8.71,8.5,8.5,0.0,0.0,0.0,0.0,"Gridwise, Inc.",0.8998952297182793,2016,2016,Pittsburgh,PA
256730,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,"Somatic Technologies, Inc.",0.6328234891218185,2016,2016,Phoenix,AZ
256739,3,5.7799999999999985,0.0,0.0,0.0,0.0,0.0,0.0,"Timber Technologies, Inc.",0.8970242377280971,2016,2016,Brooklyn,NY
256780,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Finvoice, Inc.",0.8983861982263133,2014,2014,San Francisco,CA
256814,1,2.25,2.25,2.25,0.0,0.0,0.0,0.0,OutboundWorks,0.8307898737862057,2017,2017,San Francisco,CA
256840,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,CottageClass Inc.,0.8920583059995749,2015,2015,New York,NY
256858,2,10.18,2.0,2.0,0.0,0.0,0.0,0.0,"Caulipower, LLC",0.8291476462501606,2016,2016,Los Angeles,CA
256866,12,1.11,0.81,0.81,0.0,0.0,0.0,0.0,NexusEdge Education Inc.,0.7940529390689426,2016,2016,Santa Monica,CA
256868,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,"Botsy, Inc.",0.890066242552602,2017,2017,Chicago,IL
256876,9,63.14,18.14,63.14,0.0,0.0,0.0,0.0,"TileDB, Inc.",0.9466678312009,2017,2017,Cambridge,MA
256880,6,1.7099999999999995,1.41,1.41,0.0,0.0,0.0,0.0,"Blue Fever, Inc.",0.8776565210410382,2017,2017,Marina del Rey,CA
256900,5,1.53,0.0,0.0,0.0,0.0,0.0,0.0,"rENIAC, Inc.",0.9013553032705699,2012,2012,Santa Clara,CA
256976,12,3.48,1.22,1.22,0.0,0.0,0.0,0.0,"Georama, Inc.",0.8486193427710736,2012,2012,Chicago,IL
256989,1,0.06,0.06,0.06,0.0,0.0,0.0,0.0,RealAtom,0.7770011472291755,2016,2016,Arlington,VA
256992,9,24.45,24.45,24.45,0.0,0.0,0.0,0.0,"Improvado, Inc.",0.7812725440708134,2015,2015,San Francisco,CA
257009,1,0.15,0.15,0.15,0.0,0.0,0.0,0.0,Avision Inc.,0.9336981305928111,2014,2014,Mountain View,CA
257014,1,0.15,0.15,0.15,0.0,0.0,0.0,0.0,Resonance Inc.,0.8861566228652442,2017,2017,San Francisco,CA
257059,1,0.15,0.15,0.15,0.0,0.0,0.0,0.0,Croma Inc.,0.8876602296727653,2016,2016,Mountain View,CA
257060,1,0.15,0.15,0.15,0.0,0.0,0.0,0.0,"AA Audience, Inc.",0.7636659574546321,2017,2017,San Francisco,CA
257107,8,22.14,4.58,22.14,0.0,0.0,0.0,0.0,"Eclypsium, Inc.",0.8561804613324554,2017,2017,Beaverton,OR
257108,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,"Gatsby Tech, Inc.",0.9102481795187878,2016,2016,San Francisco,CA
257109,8,20.200000000000006,20.0,20.0,0.0,0.0,0.0,0.0,Fireflies.ai,0.8805386180268447,2015,2015,San Francisco,CA
257112,1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Bundle Inc,0.7791426029318587,2017,2017,San Francisco,CA
257130,3,3.72,3.0,3.0,0.0,0.0,0.0,0.0,Elliot.,0.8209816845362296,2017,2017,San Francisco,CA
257154,2,0.87,0.75,0.75,0.0,0.0,0.0,0.0,Usarium Inc.,0.8251589777134128,2017,2017,Palo Alto,CA
257223,1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"Cathy Labs, Inc.",0.9239019033153172,2016,2016,Alameda,CA
257226,1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Orbirental,0.8600846644877675,2014,2014,San Francisco,CA
257239,3,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,"Rainmaker Labs, Inc.",0.8933726613571455,2016,2016,San Francisco,CA
257242,2,0.4,0.0,0.0,0.0,0.0,1.0,0.0,Mediarails Inc,0.8592690401241156,2016,2016,Bellevue,WA
257247,2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,LeadCrunch Inc.,0.84233470497891,2013,2013,San Diego,CA
257327,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,"Lean Media, Inc.",0.8075285867702784,2014,2014,Chesterfield,MO
257328,4,8.32,0.0,8.32,0.0,0.0,0.0,0.0,New Incentives,0.8534486672230914,2011,2011,San Francisco,CA
257341,2,0.12,0.12,0.12,0.0,0.0,0.0,0.0,TrySome,0.9086319295585495,2015,2015,Brooklyn,NY
257352,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Melissa With Love,0.8145261245250591,2017,2017,Los Angeles,CA
257496,4,2.72,2.22,2.22,0.0,0.0,0.0,0.0,"OhMD, Inc.",0.7479949684842954,2013,2013,New York,NY
257564,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CleanerFilters.com,0.8108758522557606,2013,2013,Franklin,TN
257675,4,15.0,4.0,12.0,0.0,0.0,0.0,0.0,NGCodec Inc.,0.9134918020703712,2012,2012,Sunnyvale,CA
257704,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,"AlgoSec, Inc.",0.8852989059257288,2004,2004,Ridgefield Park,NJ
257720,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gryphon Oilfield Solutions, LLC",0.8397067407528302,2016,2016,Houston,TX
257779,2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,To Grow INC.,0.8713645928557957,2017,2017,Atlanta,GA
257861,5,6.01,0.0,0.0,0.0,0.0,1.0,0.0,Xchange Leasing,0.8082889842156172,2015,2015,San Francisco,CA
257921,6,36.0,6.0,36.0,0.0,0.0,0.0,0.0,BondLink Inc.,0.920278038580874,2015,2015,Boston,MA
257931,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Subarray, Inc. ",0.7885002964614691,2017,2017,Wappingers Falls,NY
257932,2,14.6,14.6,14.6,0.0,0.0,0.0,0.0,msg.ai,0.8102785327879746,2015,2015,San Francisco,CA
257940,3,1.19,1.19,1.19,0.0,0.0,0.0,0.0,"Inkshares, Inc.",0.875074238876542,2013,2013,Oakland,CA
258008,5,98.0,0.0,98.0,0.0,0.0,0.0,0.0,"CLARA analytics, Inc.",0.8742128708862901,2016,2016,Santa Clara,CA
258066,5,199.89,0.0,193.8,0.0,0.0,0.0,0.0,"Cityblock Health, Inc.",0.7008930210045703,2017,2017,Brooklyn,NY
258178,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Service.com,0.7982689935118564,2013,2013,Farmington Hills,MI
258189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hall Environments, Inc.",0.8202766990877572,2016,2016,Boston,MA
258192,10,24.8,9.8,24.8,0.0,0.0,0.0,0.0,"RoadBotics, Inc.",0.8805272772959197,2016,2016,Pittsburgh,PA
258241,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fastway Plan Logistics, Inc.",0.8831086149561159,2017,2017,Norwalk,CA
258249,22,149.20999999999995,9.21,149.20999999999995,0.0,0.0,0.0,0.0,"Mango Technologies, Inc.",0.9283241783216392,2016,2016,San Diego,CA
258261,1,0.46,0.46,0.46,0.0,0.0,0.0,0.0,Alpha Outpost LLC,0.8743460351491535,2015,2015,Schaumburg,IL
258268,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leading Pharma, LLC",0.8561460844387279,2014,2014,Fairfield,NJ
258348,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prisma Systems Corporation,0.8684767551891728,2017,2017,Burnham,IL
258358,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ActiveScaler Inc.,0.6754208425276791,2012,2012,Milpitas,CA
258389,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GiftCardZen, Inc.",0.8262990627179668,2012,2012,Phoenix,AZ
258452,2,0.24,0.24,0.24,0.0,0.0,0.0,0.0,MagicBus,0.876543233860873,2014,2014,San Francisco,CA
258482,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REIX Corporation,0.8210755059288527,2017,2017,Dallas,TX
258555,7,44.3,0.0,0.0,0.0,0.0,0.0,0.0,"tZERO Group, Inc.",0.833458565434521,2014,2014,New York,NY
258661,6,14.0,3.6,14.0,0.0,0.0,0.0,0.0,"StackShare, Inc. ",0.8485963236160623,2013,2013,San Francisco,CA
258681,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lyceum Technologies Pvt. Ltd.,0.8325443382444557,2016,2016,Newark,DE
258747,1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,Kinsane Entertainment Inc.,0.9375730391998178,2017,2017,New York,NY
258762,3,4.28,0.0,0.0,0.0,0.0,1.0,0.0,Zettata,0.8443487395047707,2013,2013,Mountain View,CA
258777,2,3.7,0.0,1.0,0.0,0.0,0.0,0.0,HelloTeam,0.8054083572264815,2016,2016,Boston,MA
258791,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Photon Technologies, Inc.",0.8482174718188414,2016,2016,Fremont,CA
258869,2,0.06,0.06,0.06,0.0,0.0,0.0,0.0,Senstone Inc.,0.9208962327213234,2015,2015,Redwood City,CA
258915,4,25.1,5.1,25.1,0.0,0.0,0.0,0.0,"Diligent Droids, LLC",0.8035267978391891,2017,2017,Austin,TX
258950,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Zerocoin Electric Coin Company,0.8589714546572749,2015,2015,Denver,CO
258958,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheprd Inc.,0.9486877136716828,2016,2016,Boston,MA
259046,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,AerServ LLC,0.8479412170321764,2012,2012,Irvine,CA
259080,2,34.0,0.0,31.0,0.0,0.0,0.0,0.0,"Voyage Auto, Inc.",0.8719233764130291,2017,2017,Palo Alto,CA
259277,3,47.08,0.0,45.0,0.0,0.0,0.0,0.0,"Shipwell, Inc.",0.8379246958751947,2016,2016,Austin,TX
259307,2,1.12,1.12,1.12,0.0,0.0,0.0,0.0,"Pillsy, Inc.",0.8964812228283732,2015,2015,Seattle,WA
259352,2,9.3,1.3,9.3,0.0,0.0,0.0,0.0,"DataCloud International, Inc.",0.8885417293863009,2016,2016,Seattle,WA
259364,1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,firstAI,0.814294910324886,2016,2016,New York,NY
259445,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abby's Better Nut Butter,0.8039207644895289,2015,2015,Davidson,NC
259571,2,38.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pipl, Inc.",0.9042157446905325,2006,2006,Post Falls,ID
259716,2,23.5,8.5,23.5,0.0,0.0,1.0,0.0,"Nyansa, Inc.",0.8790812846163437,2013,2013,Palo Alto,CA
259804,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"KitchBot, Inc.",0.9382717029043588,2016,2016,San Francisco,CA
259824,8,119.1,2.1,119.1,0.0,0.0,0.0,0.0,"Owkin, Inc.",0.8650559603746137,2016,2016,New York,NY
259859,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LitCharts LLC,0.8821165599929743,2007,2007,Brooklyn,NY
259910,3,3.0,3.0,3.0,0.0,0.0,1.0,0.0,Notion Data Inc.,0.8621285415581523,2015,2015,Portland,OR
260044,2,16.91,3.41,16.91,0.0,0.0,0.0,0.0,"Seurat Technologies, Inc.",0.9049715027674547,2015,2015,Mountain View,CA
260086,2,8.0,8.0,8.0,0.0,0.0,0.0,0.0,"Babblabs, Inc.",0.7215062788974832,2017,2017,San Jose,CA
260311,1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,"Techcyte, Inc.",0.9389783805768516,2014,2014,Orem,UT
260349,6,255.0,0.0,40.0,0.0,0.0,0.0,0.0,"Restaurant365, LLC",0.809709608493898,2011,2011,Irvine,CA
260386,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Memo.ai,0.608440756775434,2016,2016,San Francisco,CA
260444,5,3.26,0.0,0.0,0.0,0.0,0.0,0.0,Hyperlite Mountain Gear Inc.,0.8405202984509232,2010,2010,Biddeford,ME
260489,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Epic Magazine,0.7993947097500945,2013,2013,Los Angeles,CA
260498,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T2 Media Ventures LLC,0.8064858775693514,2004,2004,Palo Alto,CA
260566,15,13.799999999999995,12.3,12.3,0.0,0.0,0.0,0.0,"Blue Matador, Inc.",0.8477730970022062,2016,2016,South Jordan,UT
260611,6,1.35,0.0,0.0,0.0,0.0,1.0,0.0,"OnPlan Holdings, LLC",0.8418769850028118,2014,2014,Bannockburn,IL
260614,1,0.35,0.35,0.35,0.0,0.0,0.0,0.0,Mesur.io Inc.,0.8898811705039634,2016,2016,Chapel Hill,NC
260622,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"Make Love Not Porn, LLC",0.7365686578614681,2009,2009,New York,NY
260779,2,0.8,0.8,0.8,0.0,0.0,0.0,0.0,"Paperflite, Inc.",0.8853521445240755,2016,2016,Camden Wyoming,DE
260887,2,701.84,0.0,0.0,0.0,0.0,0.0,0.0,Uber Eats India,0.6637035047276318,2014,2014,San Francisco,CA
260919,7,3.0,1.0,3.0,0.0,0.0,0.0,0.0,"GTRIIP, Inc.",0.8908671877519957,2014,2014,San Francisco,CA
261037,10,35.6,0.0,0.0,0.0,0.0,0.0,0.0,"Carbon 38, Inc.",0.8683369994365527,2012,2012,Los Angeles,CA
261103,2,2.98,2.98,2.98,0.0,0.0,0.0,0.0,"Cognovi Labs, Inc.",0.8464631944406692,2016,2016,Columbus,OH
261121,3,3.4,3.15,3.15,0.0,0.0,0.0,0.0,Esports One Inc.,0.40800438174400105,2016,2016,Santa Monica,CA
261136,6,111.51,0.0,111.51,0.0,0.0,0.0,0.0,XtalPi Inc.,0.8671198680624963,2015,2015,Cambridge,MA
261349,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clearwater Compliance LLC,0.8897947123027187,2010,2010,Nashville,TN
261367,2,3.4,3.4,3.4,0.0,0.0,0.0,0.0,"Love Stories TV, Inc.",0.7532560934305822,2016,2016,New York,NY
261528,3,32.160000000000004,2.7,27.7,0.0,0.0,0.0,0.0,"Arundo Analytics, Inc.",0.855491245875631,2015,2015,Palo Alto,CA
261534,7,120.0,9.0,120.0,0.0,0.0,0.0,0.0,"Botkeeper, Inc.",0.9503914531040007,2015,2015,Boston,MA
261547,3,11.75,2.6,9.6,0.0,0.0,0.0,0.0,"RSE Markets, Inc.",0.8851621667166125,2016,2016,New York,NY
261563,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tender Armor, LLC",0.781189551934593,2015,2015,Fort Lauderdale,FL
261611,9,10.7,10.0,10.0,0.0,0.0,0.0,0.0,"Marmont, Inc.",0.8570399853532485,2016,2016,Boulder,CO
261695,1,275.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skydance Productions, LLC",0.8785688796613815,2010,2010,Santa Monica,CA
261745,22,93.12,15.12,63.12,0.0,0.0,0.0,0.0,"Songtradr, Inc.",0.8255533602109943,2014,2014,Santa Monica,CA
261769,6,37.84,17.84,17.84,0.0,0.0,0.0,0.0,CreditStacks Inc.,0.8090429642183828,2015,2015,San Francisco,CA
261779,1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Dominode Inc,0.4422848945949829,2016,2016,Boca Raton,FL
261810,1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,"Brainbuild, Inc.",0.9161385374325568,2015,2015,Durham,NC
261829,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bask Technologies Inc.,0.859392050213534,2017,2017,New York,NY
261920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orby Inc.,0.904833600908038,2018,2018,Santa Clara,CA
262019,4,11.5,3.5,11.5,0.0,0.0,0.0,0.0,"Pearl National Home Certification, Inc.",0.7213577145924165,2015,2015,Charlottesville,VA
262048,2,12.0,12.0,12.0,0.0,0.0,0.0,0.0,Trexle.com,0.8686178431380109,2016,2016,Las Vegas,NV
262159,2,100.0,0.0,100.0,0.0,0.0,0.0,0.0,BrowserStack Inc.,0.8041564994997262,2011,2011,Plano,TX
262200,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Arovia, Inc.",0.1087801009304169,2015,2015,Houston,TX
262209,2,1032.0,0.0,92.0,0.0,0.0,0.0,0.0,"Nuro, Inc.",0.7786811543762499,2016,2016,Mountain View,CA
262238,4,4.84,3.0,3.0,0.0,0.0,0.0,0.0,"Downstream.ai, Inc.",0.5614748464308736,2017,2017,Lafayette,CA
262273,2,2.75,0.75,0.75,0.0,0.0,0.0,0.0,"Good Buy Gear, Inc.",0.8599419777077213,2016,2016,Arvada,CO
262275,2,12.31,0.0,5.0,0.0,0.0,0.0,0.0,"Cake Technologies, Inc.",0.8865845854124068,2016,2016,Provo,UT
262295,1,2.2,2.2,2.2,0.0,0.0,0.0,0.0,Beauty By Design Technologies,0.6900340862955356,2016,2016,Los Angeles,CA
262322,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LocoLingo,0.8219237165574079,2017,2017,East Lansing,MI
262452,8,14.0,4.0,14.0,0.0,0.0,0.0,0.0,SkyWatch Technologies Ltd.,0.8730334074855929,2016,2016,Palo Alto,CA
262491,6,35.2,6.2,26.200000000000006,0.0,0.0,0.0,0.0,"Akash Systems, Inc.",0.8223516123580005,2016,2016,San Francisco,CA
262505,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,myleafrx,0.8769358810071901,2017,2017,Austin,TX
262510,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Traiilo,0.90567516492947,2017,2017,New York,NY
262624,2,6.6,0.0,6.6,0.0,0.0,0.0,0.0,CanvasPop LLC,0.8921847415461602,2009,2009,Las Vegas,NV
262634,6,43.2,16.200000000000006,43.2,0.0,0.0,0.0,0.0,Prodigy Software Inc.,0.8945429286035234,2015,2015,San Francisco,CA
262636,8,112.0,0.0,112.0,0.0,0.0,1.0,0.0,Owl Cameras Inc.,0.9427673203143432,2016,2016,Palo Alto,CA
262660,2,4.0,4.0,4.0,0.0,0.0,0.0,0.0,"Furnishare, Inc.",0.4617895013303981,2014,2014,New York,NY
262661,5,48.12,4.12,48.12,0.0,0.0,0.0,0.0,Lambda Inc.,0.8240251330497891,2017,2017,San Ramon,CA
262699,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Made Modern LLC,0.8445049102778791,2012,2012,New York,NY
262782,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQinetics Technologies Inc.,0.6896990936043167,2016,2016,Philadelphia,PA
262841,6,40.0,20.0,40.0,0.0,0.0,0.0,0.0,"Lightelligence, Inc.",0.8524807180508687,2017,2017,Cambridge,MA
262887,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lumen Labs, Inc.",0.9044110144009148,2015,2015,Boston,MA
263026,7,143.69,0.0,110.0,0.0,0.0,0.0,0.0,"Paige.AI, Inc.",0.8035543269347745,2018,2018,New York,NY
263121,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Radiant Genomics, Inc.",0.30947666440088745,2012,2012,Emeryville,CA
263130,6,10.88,9.4,9.4,0.0,0.0,0.0,0.0,Swift Shift Inc.,0.8035885062866409,2014,2014,New York,NY
263154,12,42.0,0.0,42.0,0.0,0.0,1.0,0.0,"Infolinks, Inc.",0.936602230286612,2007,2007,Sunnyvale,CA
263217,2,7.1,2.0,7.1,0.0,0.0,0.0,0.0,"Loris.ai, Inc.",0.844881163787252,2018,2018,New York,NY
263223,6,42.40000000000001,0.0,42.40000000000001,0.0,0.0,0.0,0.0,"Beautiful Slides, Inc.",0.8657548257136544,2016,2016,San Francisco,CA
263265,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Our.News,0.8753672805801116,2016,2016,Troy,NY
263288,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Resure Technology Inc.,0.8577620516912614,2017,2017,Santa Clara,CA
263367,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,"Komae, Inc.",0.9025731938274372,2015,2015,Akron,OH
263460,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,Beta Hatch Inc.,0.9101999781079879,2015,2015,Seattle,WA
263499,1,1.3,1.3,1.3,0.0,0.0,0.0,0.0,"GoodSeeker, Inc.",0.9271132466468984,2014,2014,McLean,VA
263504,2,10.0,10.0,10.0,0.0,0.0,0.0,0.0,"Safe Catch, Inc.",0.8861037614014453,2014,2014,Sausalito,CA
263530,8,8.24,0.24,8.24,0.0,0.0,1.0,0.0,MineralSoft LLC,0.7578220986407256,2015,2015,Austin,TX
263559,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Seesaw Learning, Inc.",0.9254133618358164,2015,2015,San Francisco,CA
263566,9,17.7,15.599999999999998,15.599999999999998,0.0,0.0,0.0,0.0,"AstrumU, Inc.",0.8161265358225585,2017,2017,Kirkland,WA
263641,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Droners LLC,0.7781704879554886,2015,2015,South Kingstown,RI
263689,4,6.5600000000000005,1.2,1.2,0.0,0.0,0.0,0.0,"Emmersion Learning, Inc.",0.7680479523359729,2015,2015,Lehi,UT
263697,19,34.480000000000004,15.0,15.0,0.0,0.0,0.0,0.0,"BurnAlong, Inc.",0.7602788708884646,2016,2016,Pikesville,MD
263703,2,15.03,0.0,0.0,0.0,0.0,0.0,0.0,"Renewable Properties, LLC",0.4305256160883488,2017,2017,San Francisco,CA
