id,website,year,timestamp,error,detailed_error
160679.0,www.stockpile.com,2011.0,2020-10-05 16:32:52.350277,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
160679.0,www.stockpile.com,2011.0,2020-10-05 16:32:52.354131,Text is to short,
161325.0,www.vmob.com,2011.0,2020-10-05 16:33:35.480134,Text is to short,
162383.0,www.resilinc.com,2011.0,2020-10-05 16:37:46.871538,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
162470.0,www.rediq.io,2011.0,2020-10-05 16:37:52.686260,soup is None,
162856.0,www.edtrips.com,2011.0,2020-10-05 16:40:22.240801,soup is None,
164167.0,www.achieveit.com,2011.0,2020-10-05 16:40:45.527800,soup is None,
165407.0,www.yumm.com,2011.0,2020-10-05 16:43:21.793665,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:43:37.123392,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:44:09.166251,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:44:24.575874,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:44:39.874933,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:45:31.220946,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:45:55.671629,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:46:29.967548,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:47:29.493672,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:47:45.144821,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:48:09.895113,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:48:31.197454,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:48:52.744656,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:49:08.139753,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:49:23.468746,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:50:08.263021,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:50:39.113135,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:51:16.828104,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:51:40.727875,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:52:11.981443,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:52:35.396847,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:52:50.823345,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:53:23.862255,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
165407.0,www.yumm.com,2011.0,2020-10-05 16:53:59.015996,getSoup,"HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)"
167759.0,www.explaineverything.com,2011.0,2020-10-05 17:03:20.199062,Text is to short,
169441.0,www.sqream.com,2011.0,2020-10-05 17:03:53.667814,Text is to short,
170128.0,www.boardontrack.com,2011.0,2020-10-05 17:05:22.827399,soup is None,
171458.0,www.shiftmobility.com,2011.0,2020-10-05 17:05:28.522990,soup is None,
172291.0,www.zenoti.com,2011.0,2020-10-05 17:05:47.270017,soup is None,
